"session","id","age","economic_status","sex","faculty_player","ac1","ac2","treatment","campus","attention_pass","valid_treatment","analysis_include","iri_total","iri_fs","iri_ec","iri_pt","iri_pd","faculty_neg_1_s1","faculty_neg_2_s1","faculty_victim_s1","decision_neg1_s1","decision_neg2_s1","judgement_n1_s1","judgement_n2_s1","judgement_compare_s1","faculty_neg_1_s2","faculty_neg_2_s2","faculty_victim_s2","decision_neg1_s2","decision_neg2_s2","judgement_n1_s2","judgement_n2_s2","judgement_compare_s2","faculty_neg_1_s3","faculty_neg_2_s3","faculty_victim_s3","decision_neg1_s3","decision_neg2_s3","judgement_n1_s3","judgement_n2_s3","judgement_compare_s3","faculty_neg_1_s4","faculty_neg_2_s4","faculty_victim_s4","decision_neg1_s4","decision_neg2_s4","judgement_n1_s4","judgement_n2_s4","judgement_compare_s4","faculty_neg_1_s5","faculty_neg_2_s5","faculty_victim_s5","decision_neg1_s5","decision_neg2_s5","judgement_n1_s5","judgement_n2_s5","judgement_compare_s5","faculty_neg_1_s6","faculty_neg_2_s6","faculty_victim_s6","decision_neg1_s6","decision_neg2_s6","judgement_n1_s6","judgement_n2_s6","judgement_compare_s6","faculty_neg_1_s7","faculty_neg_2_s7","faculty_victim_s7","decision_neg1_s7","decision_neg2_s7","judgement_n1_s7","judgement_n2_s7","judgement_compare_s7","faculty_neg_1_s8","faculty_neg_2_s8","faculty_victim_s8","decision_neg1_s8","decision_neg2_s8","judgement_n1_s8","judgement_n2_s8","judgement_compare_s8","faculty_neg_1_s9","faculty_neg_2_s9","faculty_victim_s9","decision_neg1_s9","decision_neg2_s9","judgement_n1_s9","judgement_n2_s9","judgement_compare_s9","faculty_neg_1_s10","faculty_neg_2_s10","faculty_victim_s10","decision_neg1_s10","decision_neg2_s10","judgement_n1_s10","judgement_n2_s10","judgement_compare_s10"
6,52,18,2,1,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,2.07142857142857,1.42857142857143,3.42857142857143,2,1.42857142857143,2,2,,0,0,9,9,3,2,1,,0,0,9,9,3,2,0,,0,1,9,-9,2,1,2,,1,1,-5,-9,2,0,1,,0,1,9,-9,2,1,1,1,0,0,9,9,3,1,1,2,0,1,9,-4,2,2,2,2,1,1,-3,-3,3,0,0,2,1,0,-3,5,1,0,0,1,1,0,-3,5,1
7,53,18,4,2,2,,,2,"Version 2.0",TRUE,TRUE,TRUE,1.71428571428571,2,1.42857142857143,0.428571428571428,3,0,1,1,1,0,-5,7,1,0,0,1,0,1,2,-3,2,2,2,1,0,1,4,-5,2,0,2,1,1,1,-6,-6,3,0,1,2,1,1,-5,-5,3,1,1,,0,0,5,5,3,0,1,,1,0,-5,5,1,2,0,,1,0,-5,5,1,2,1,,0,0,5,5,3,0,1,,0,1,5,-6,2
7,54,18,4,2,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,1.82142857142857,1.42857142857143,2.42857142857143,2.28571428571429,1.14285714285714,1,0,,1,1,-4,-9,2,0,1,,1,0,-9,9,1,1,0,,1,0,-9,9,1,1,2,,0,0,9,9,3,2,1,,1,1,-9,-9,3,2,1,2,1,0,-9,9,1,2,1,2,1,1,-9,-9,3,0,1,2,1,0,-9,9,1,2,1,2,0,0,9,9,3,2,0,1,1,1,-9,-9,3
7,55,18,4,1,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,2.35714285714285,3.14285714285714,2.71428571428571,2,1.57142857142857,0,2,,0,1,5,-5,2,2,1,,0,0,9,9,3,1,1,,0,0,9,9,3,2,0,,0,0,9,9,3,0,0,,1,0,-5,5,1,1,2,1,1,1,-5,-5,3,1,1,2,0,1,5,-5,2,2,1,2,0,0,9,9,3,1,2,2,0,1,5,-5,2,0,2,1,1,1,-9,-9,3
7,56,18,4,1,2,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.07142857142857,1.14285714285714,2.28571428571429,3.14285714285714,1.71428571428571,1,2,2,0,1,9,-9,2,1,2,2,0,1,9,-9,2,1,0,1,1,1,-9,-9,3,0,0,1,0,1,9,-9,2,1,1,2,1,1,-9,-9,3,2,2,,1,0,-9,9,1,1,0,,0,1,6,-7,2,1,0,,0,0,9,9,3,1,1,,0,0,9,9,3,1,1,,1,1,0,0,3
7,57,21,2,1,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.07142857142857,2,2.42857142857143,1.71428571428571,2.14285714285714,1,1,1,0,0,9,9,3,2,1,2,1,1,3,3,3,2,0,1,0,1,8,-1,2,1,1,2,1,1,-2,-1,1,1,0,1,1,1,-2,-1,1,0,0,,1,0,-5,9,1,1,1,,1,1,-7,-5,1,1,0,,1,1,-7,-5,1,1,0,,1,1,-7,-5,1,2,0,,1,0,-7,7,1
7,58,18,5,2,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,2.25,1.57142857142857,2.71428571428571,2.42857142857143,2.28571428571429,2,1,,1,1,0,0,3,2,2,,1,0,-5,5,1,1,0,,1,0,0,5,1,2,1,,1,0,-5,5,1,2,1,,0,1,5,-5,2,0,2,1,0,0,5,5,3,2,2,2,0,1,5,-5,2,2,2,2,0,1,9,9,3,1,1,1,0,0,9,9,3,2,0,1,0,0,5,5,3
7,59,19,4,1,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.17857142857143,2.28571428571429,2.85714285714286,1.71428571428571,1.85714285714286,2,2,2,1,0,-3,1,1,0,1,2,0,1,1,-1,2,2,0,2,0,0,-1,1,1,2,1,1,0,0,1,-1,2,2,0,2,0,0,-2,1,1,1,2,,1,1,-6,1,1,0,1,,1,1,0,-4,2,2,1,,1,1,1,-1,2,1,2,,0,1,4,-1,2,1,1,,0,0,8,8,3
7,60,32,1,1,1,,,1,"Version 2.0",TRUE,TRUE,TRUE,2.39285714285714,2.57142857142857,3.28571428571429,1.57142857142857,2.14285714285714,0,1,,1,1,-9,-9,3,0,2,,0,1,-9,-9,3,2,1,,1,0,-9,-6,1,2,1,,1,1,-9,-9,3,1,0,,1,0,-9,-3,1,0,1,2,1,0,-2,9,1,0,0,2,1,0,-2,2,1,1,2,1,1,0,-2,2,1,1,0,2,0,0,9,9,3,0,2,2,1,0,-2,2,1
7,61,18,1,1,1,,,1,"Version 2.0",TRUE,TRUE,TRUE,2,1.71428571428571,2.57142857142857,2.57142857142857,1.14285714285714,0,1,,0,0,8,8,3,1,2,,1,0,-9,9,1,2,1,,1,0,-9,9,1,2,0,,1,0,-9,9,1,1,1,,0,0,9,9,3,2,2,1,1,0,-9,8,1,0,1,1,1,1,-9,-9,3,1,0,2,0,0,9,9,3,0,1,2,1,0,-9,9,1,0,1,2,1,1,-9,-9,3
7,62,18,2,1,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.64285714285714,1.71428571428571,3.28571428571429,2.71428571428571,2.85714285714286,0,1,1,0,0,4,4,3,1,0,2,1,1,3,3,3,1,0,2,1,0,-5,4,1,1,0,2,1,0,-6,5,1,2,2,2,0,0,9,9,3,0,1,,1,0,-2,4,1,1,1,,0,1,4,-3,2,1,2,,1,1,-5,-5,3,1,2,,1,0,-4,4,1,2,0,,0,1,7,-5,2
7,63,25,2,2,1,,,1,"Version 2.0",TRUE,TRUE,TRUE,1.89285714285715,1.42857142857143,2.85714285714286,1.85714285714286,1.42857142857143,1,2,,1,1,0,0,3,2,1,,0,0,-9,9,1,1,1,,0,0,9,-9,2,2,2,,0,0,-4,7,1,0,1,,1,1,8,-8,2,2,0,2,0,0,0,0,3,0,0,1,1,0,9,-9,2,2,0,1,1,0,-9,3,1,1,1,1,0,1,0,0,3,0,1,1,1,1,9,-9,2
8,64,18,1,2,1,,,1,"Version 2.0",TRUE,TRUE,TRUE,3.28571428571429,3.85714285714286,4,3.28571428571429,2,1,1,,0,0,9,9,3,2,2,,1,1,-9,-9,3,0,1,,0,1,9,-9,2,1,0,,1,1,-9,-9,3,0,0,,1,1,-9,-9,3,2,1,2,0,0,9,9,3,2,1,1,0,1,9,-9,2,1,0,2,1,1,-9,-9,3,1,2,1,0,1,9,-9,2,2,0,1,1,1,-9,-9,3
8,65,42,2,2,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.82142857142857,3.14285714285714,3.71428571428571,3.71428571428571,0.714285714285714,2,0,2,1,0,9,0,2,1,0,2,0,0,9,9,3,1,2,2,1,0,6,2,2,1,0,1,0,0,0,5,1,2,1,2,0,0,9,9,3,1,2,,1,1,9,9,3,0,2,,0,0,9,9,3,1,2,,1,0,9,-3,2,2,0,,0,1,-2,8,1,2,1,,1,0,-3,7,1
8,66,18,3,1,1,,,1,"Version 2.0",TRUE,TRUE,TRUE,2.64285714285714,3.14285714285714,3,2.57142857142857,1.85714285714286,2,1,,0,0,9,9,3,1,0,,1,1,-3,-3,3,2,1,,1,0,-7,9,1,1,0,,0,1,9,-5,2,2,0,,1,1,-9,-9,3,0,2,1,1,0,-8,9,1,0,0,1,1,1,-9,-9,3,1,2,1,1,1,-9,-9,3,2,0,2,1,1,-9,-9,3,1,1,1,0,1,9,-9,2
8,67,18,1,1,2,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.75,3.28571428571429,3,2.57142857142857,2.14285714285714,0,0,2,1,1,5,5,3,1,0,2,0,0,9,9,3,1,2,2,1,1,4,4,3,0,0,1,1,0,0,9,1,0,2,2,0,1,9,0,2,1,1,,0,1,9,-3,2,2,1,,0,0,9,9,3,1,2,,1,1,-3,-3,3,0,0,,0,0,9,9,3,1,0,,0,0,9,9,3
8,68,18,3,2,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,1.85714285714285,1.57142857142857,2.57142857142857,1.57142857142857,1.71428571428571,0,2,,1,0,1,9,1,2,2,,0,1,9,1,2,0,0,,0,0,9,9,3,1,1,,1,1,1,1,3,1,2,,0,0,9,9,3,0,0,2,1,0,2,9,1,1,1,2,0,0,9,9,3,1,0,2,1,1,2,2,3,2,2,1,0,1,9,2,2,2,2,2,0,0,8,8,3
8,69,18,3,1,2,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.46428571428571,1.85714285714286,2.28571428571429,3.57142857142857,2.14285714285714,0,2,2,1,1,5,5,3,2,2,2,0,1,5,5,3,0,0,1,0,1,5,5,3,0,2,1,0,0,7,7,3,1,1,2,1,0,9,4,2,1,1,,0,1,5,9,1,1,2,,0,0,9,9,3,1,2,,0,1,5,8,1,0,1,,1,0,8,6,2,0,0,,0,1,5,7,1
8,70,18,2,1,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,2.75,3,2.57142857142857,3.42857142857143,2,1,0,,1,0,-5,9,1,2,2,,0,0,9,9,3,0,0,,0,1,9,-9,2,1,1,,0,1,9,-9,2,0,1,,1,0,-7,7,1,2,1,2,1,1,-9,-9,3,1,0,2,0,0,9,9,3,2,0,1,1,1,-9,-9,3,2,2,2,1,0,3,9,1,1,0,1,1,0,-7,6,1
8,71,18,3,2,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,1.42857142857143,1.57142857142857,1.28571428571429,2.28571428571429,0.571428571428571,1,2,,0,0,0,0,3,2,1,,0,1,0,0,3,0,0,,0,0,0,0,3,2,1,,0,0,0,0,3,1,1,,0,1,0,0,3,2,2,2,0,1,0,0,3,0,1,2,1,0,0,0,3,0,2,1,0,1,0,0,3,1,0,2,1,0,0,0,3,2,0,2,1,0,0,0,3
8,72,18,1,1,2,,,2,"Version 2.0",TRUE,TRUE,TRUE,1.67857142857143,1,2,2.85714285714286,0.857142857142857,1,0,1,1,0,-9,-9,3,1,2,2,1,0,-9,9,1,0,0,2,0,1,6,-5,2,1,1,2,0,1,9,-9,2,1,0,2,0,0,9,9,3,1,0,,0,1,7,-7,2,0,1,,1,1,-8,-8,3,1,2,,0,0,9,9,3,2,1,,0,1,9,-9,2,2,2,,1,0,-9,9,1
8,73,18,4,1,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,1.85714285714286,1.28571428571429,2.14285714285714,2.14285714285714,1.85714285714286,1,2,,0,0,0,0,3,2,2,,1,1,-3,-3,3,1,1,,0,0,9,9,3,0,2,,0,0,9,9,3,0,2,,0,0,9,9,3,2,2,2,1,0,-5,5,1,2,2,2,1,1,-5,-5,3,0,2,1,0,1,5,-5,2,0,0,2,1,1,-5,-5,3,0,2,2,1,1,-5,-6,2
8,74,20,1,2,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.21428571428571,2,2.85714285714286,2.42857142857143,1.57142857142857,1,2,2,0,1,7,-5,2,0,0,2,0,0,9,9,3,1,2,1,1,0,-8,8,1,1,1,2,0,1,4,-5,2,1,2,2,1,0,-8,8,1,0,0,,1,1,-9,-9,3,2,1,,1,1,-9,-9,3,1,1,,1,0,-9,-9,3,0,1,,0,0,9,9,3,1,1,,1,1,-9,-9,3
8,75,18,1,2,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,2,0.571428571428571,3.14285714285714,2.14285714285714,2.14285714285714,1,2,,0,1,-6,0,1,0,1,,0,0,9,9,3,2,1,,1,1,-9,-9,3,1,2,,0,1,9,-9,2,0,1,,1,1,-9,-9,3,0,2,1,1,0,-9,9,1,1,1,2,1,0,-9,9,1,1,2,2,1,1,-9,-9,3,1,0,2,0,0,9,9,3,2,0,2,0,0,9,9,3
8,76,19,3,2,2,,,2,"Version 2.0",TRUE,TRUE,TRUE,1.64285714285714,2.71428571428571,1.57142857142857,2.14285714285714,0.142857142857143,1,1,2,1,0,9,9,3,0,0,2,0,0,9,9,3,2,2,2,0,0,5,5,3,2,0,2,0,0,9,9,3,2,2,2,1,1,8,8,3,1,1,,1,0,7,7,3,2,0,,1,1,8,8,3,0,2,,1,0,8,8,3,0,2,,0,0,9,9,3,1,2,,1,0,8,8,3
8,77,19,2,2,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,1.64285714285714,1.42857142857143,2.14285714285714,2.71428571428571,0.285714285714286,1,2,,1,0,-9,6,1,1,1,,0,1,-6,7,1,2,0,,1,1,-6,-6,3,1,0,,1,0,-5,7,1,0,2,,0,0,7,7,3,2,1,1,0,0,7,7,3,0,1,2,1,0,-7,6,1,2,0,1,0,0,7,7,3,0,1,1,1,1,-6,-6,3,0,2,1,1,0,-7,6,1
8,78,19,4,2,2,,,2,"Version 2.0",TRUE,TRUE,TRUE,1.71428571428571,1,1.71428571428571,2.85714285714286,1.28571428571429,1,2,2,0,0,9,9,3,0,0,2,0,1,9,-9,2,2,0,1,1,0,-8,8,1,2,2,2,0,1,8,-9,2,1,0,1,1,1,-8,-8,3,0,2,,0,1,9,-9,2,1,1,,1,1,-9,-9,3,2,1,,0,0,9,9,3,1,0,,0,0,9,9,3,0,0,,0,1,9,-9,2
8,79,19,3,1,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,2.35714285714286,1.85714285714286,3.14285714285714,3.28571428571429,1.14285714285714,1,2,,0,0,9,9,3,2,2,,0,0,9,9,3,1,0,,0,0,9,9,3,1,2,,0,0,9,9,3,1,1,,0,0,9,9,3,0,1,1,1,1,-6,-6,3,2,2,2,0,1,-6,-6,3,2,1,2,1,0,9,-6,2,0,2,2,1,1,-6,-6,3,1,0,1,1,1,-6,-6,3
8,80,18,4,2,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,2.21428571428571,1.28571428571429,2.42857142857143,3.57142857142857,1.57142857142857,0,1,,0,0,9,9,3,2,2,,0,1,9,-7,2,0,0,,0,1,9,-7,2,0,2,,0,1,9,-7,2,2,2,,0,1,9,-7,2,1,1,1,0,0,9,9,3,0,1,1,0,1,9,-7,2,2,0,1,1,0,-7,9,1,1,1,1,1,0,-7,-7,3,2,0,1,0,0,9,9,3
9,81,18,3,1,1,,,1,"Version 2.0",TRUE,TRUE,TRUE,2.89285714285715,2.28571428571429,4,3.42857142857143,1.85714285714286,0,1,,1,1,9,9,3,0,1,,1,0,9,-9,2,2,1,,1,1,9,9,3,0,0,,0,0,9,-9,2,0,0,,0,1,-9,9,1,2,2,2,1,1,9,9,3,1,2,2,0,1,9,-9,2,1,1,1,0,1,9,-9,2,1,1,2,1,1,9,9,3,1,0,1,0,1,9,-9,2
9,82,18,1,1,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.32142857142857,1.42857142857143,3.57142857142857,3.57142857142857,0.714285714285714,1,2,2,0,0,4,4,3,0,0,1,0,0,5,5,3,1,1,1,1,1,-5,-5,3,0,0,2,1,0,0,0,3,2,1,1,0,1,0,6,1,1,1,,1,0,-6,2,1,2,2,,1,0,-6,-6,3,1,2,,0,1,0,-5,2,0,0,,1,1,-5,-5,3,0,1,,0,0,9,9,3
9,83,18,1,2,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.53571428571429,2.28571428571429,3.28571428571429,3.28571428571429,1.28571428571429,0,2,1,0,1,8,0,2,0,0,2,0,1,8,0,2,1,0,2,0,1,8,0,2,0,0,2,1,1,8,0,2,0,2,1,0,1,9,-9,2,2,1,,0,0,9,9,3,1,1,,0,1,9,-2,2,1,1,,1,1,0,0,3,1,2,,0,1,6,-7,2,1,2,,1,1,0,0,3
9,84,19,4,1,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.21428571428572,1.57142857142857,2.42857142857143,3.28571428571429,1.57142857142857,1,2,1,1,1,3,3,3,0,1,1,0,1,6,-4,2,2,1,1,0,0,9,9,3,1,1,2,1,1,-2,-2,3,2,2,2,0,1,3,-3,2,2,2,,1,0,-2,2,1,2,0,,0,0,5,5,3,1,1,,1,1,-2,-2,3,1,2,,1,0,-2,5,1,0,2,,1,0,-2,5,1
9,85,18,2,1,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.03571428571428,1.14285714285714,2.85714285714286,2.71428571428571,1.42857142857143,0,2,1,1,1,-4,-4,3,0,1,1,0,1,5,-5,2,0,1,1,1,0,-5,5,1,1,1,1,0,0,6,6,3,2,2,1,0,1,6,-5,2,0,1,,1,0,-5,6,1,2,0,,0,1,6,-5,2,2,0,,0,0,6,6,3,1,0,,1,1,-5,-5,3,1,2,,1,1,-5,-5,3
9,86,20,2,1,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.07142857142857,1.28571428571429,3,3.71428571428571,0.285714285714286,2,1,2,0,0,9,9,3,2,1,2,0,0,9,9,3,2,1,1,0,1,9,-3,2,0,0,2,0,0,9,9,3,1,0,1,0,1,9,-3,2,1,0,,0,1,9,-5,2,2,0,,0,0,9,9,3,0,0,,1,0,-5,9,1,0,0,,1,0,-6,9,1,2,2,,1,0,-5,9,1
9,87,23,3,2,2,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.35714285714286,1.28571428571429,3.42857142857143,3.71428571428571,1,1,2,2,0,1,0,0,3,1,2,1,1,1,0,0,3,1,2,2,1,1,0,0,3,1,2,1,0,1,0,0,3,2,2,2,0,0,0,0,3,0,1,,0,0,0,0,3,2,1,,0,0,0,0,3,0,2,,1,0,0,0,3,0,1,,1,0,0,0,3,0,1,,0,1,0,0,3
9,88,20,1,2,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.35714285714286,3.14285714285714,2.42857142857143,2.85714285714286,1,0,1,2,0,1,7,-6,2,2,0,1,0,0,9,9,3,2,0,1,1,1,-9,-9,3,2,1,2,1,0,-9,9,1,1,1,1,1,1,-6,-6,3,1,1,,0,1,9,-9,2,2,0,,0,0,9,9,3,0,0,,0,1,9,-9,2,1,1,,0,1,9,-9,2,2,0,,0,0,9,9,3
9,89,20,1,1,1,,,1,"Version 2.0",TRUE,TRUE,TRUE,2.42857142857143,2.28571428571429,2.85714285714286,3.57142857142857,1,0,1,,1,0,8,-8,2,1,1,,0,1,9,-9,2,0,1,,1,0,-9,9,1,2,2,,1,1,-9,-9,3,2,0,,1,1,-9,-9,3,2,1,2,0,1,9,-9,2,0,2,1,0,1,9,-9,2,1,1,2,1,1,-9,-9,3,2,1,1,1,0,-9,9,1,0,1,2,1,1,-9,-9,3
9,90,23,1,2,1,,,1,"Version 2.0",TRUE,TRUE,TRUE,1.78571428571429,1.14285714285714,1.85714285714286,2.85714285714286,1.28571428571429,2,0,,1,0,3,9,1,1,0,,0,0,9,9,3,0,2,,1,0,3,9,1,0,0,,1,1,-1,-1,3,0,0,,0,0,9,9,3,1,1,2,1,1,-1,-1,3,0,2,2,1,1,-1,-1,3,1,0,2,1,0,-1,2,1,0,2,1,1,1,-1,-1,3,0,1,2,0,1,3,-1,2
9,91,19,3,2,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,1.75,2,1.14285714285714,2.57142857142857,1.28571428571429,1,0,1,1,0,0,0,3,0,2,2,1,1,0,0,3,1,0,1,0,1,0,-2,2,0,2,2,0,0,9,9,3,1,2,1,0,0,9,9,3,1,1,,0,1,1,-2,2,2,2,,0,0,9,9,3,0,0,,0,1,0,0,3,1,0,,0,1,2,-3,2,0,1,,0,0,9,9,3
9,92,18,3,2,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,1.96428571428572,1.85714285714286,2,2.28571428571429,1.71428571428571,0,2,2,0,1,4,2,2,2,1,2,1,1,-1,-1,3,0,1,1,0,1,4,2,2,1,2,1,0,0,9,9,3,0,0,2,1,1,-2,-2,3,2,1,,1,1,-5,-5,3,0,1,,1,0,-4,4,1,2,0,,0,1,4,-4,2,1,1,,0,0,9,9,3,1,0,,1,0,-4,4,1
9,93,20,2,2,1,,,1,"Version 2.0",TRUE,TRUE,TRUE,1.78571428571429,1.57142857142857,2.42857142857143,2.42857142857143,0.714285714285714,2,0,,1,1,-5,-5,3,1,1,,0,0,9,9,3,1,2,,1,0,-5,7,1,1,2,,0,1,8,-8,2,1,1,,0,1,6,-5,2,1,0,2,0,0,5,5,3,1,2,1,0,0,5,5,3,1,0,1,1,1,-4,-4,3,0,2,2,0,1,5,-5,2,2,1,2,1,1,0,0,3
9,94,22,1,1,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,1.85714285714286,0.714285714285714,2.28571428571429,2.42857142857143,2,0,2,,1,1,-5,-5,3,1,2,,0,1,9,-5,2,2,2,,0,0,9,9,3,0,0,,1,1,-5,-5,3,2,0,,0,1,9,-5,2,2,0,1,0,0,9,9,3,0,0,1,0,0,9,9,3,1,0,1,0,0,9,9,3,0,1,2,1,1,-5,-7,2,2,0,1,1,0,-6,9,1
9,95,18,3,1,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.28571428571429,1.71428571428571,2.85714285714286,2.42857142857143,2.14285714285714,2,0,2,1,1,-5,-5,3,1,1,2,1,0,-6,9,1,0,2,2,1,0,-6,9,1,0,2,2,0,0,9,9,3,2,1,1,1,1,-6,-6,3,2,1,,0,1,9,-6,2,2,1,,1,1,-6,-6,3,2,1,,1,0,-6,9,1,0,1,,0,0,9,9,3,1,2,,1,0,-6,9,1
9,96,21,3,1,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,2.25,1.71428571428571,3,2.42857142857143,1.85714285714286,1,0,,0,0,2,2,3,0,1,,1,1,0,0,3,0,0,,1,1,0,0,3,0,2,,0,1,0,0,3,1,2,,1,1,0,0,3,0,0,1,0,1,0,0,3,2,0,2,1,0,-1,-1,3,0,0,2,0,1,-1,-1,3,1,1,2,1,0,0,0,3,1,2,2,1,1,0,0,3
9,97,18,1,1,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.07142857142857,1.57142857142857,2.42857142857143,2.71428571428571,1.57142857142857,1,2,2,0,1,-5,-6,2,2,2,1,0,0,9,9,3,0,1,1,0,1,-5,-6,2,1,2,2,1,1,5,5,3,1,0,1,0,0,9,9,3,2,1,,1,0,-5,-6,2,2,0,,1,0,-7,4,1,0,1,,1,0,-6,3,1,1,0,,1,1,-5,-5,3,2,2,,1,1,-5,-5,3
9,98,21,1,2,2,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.21428571428572,1.85714285714286,2.42857142857143,2.28571428571429,2.28571428571429,0,2,2,1,1,1,1,3,1,0,1,0,1,3,-1,2,0,2,2,1,1,-1,-1,3,2,0,1,1,0,-1,2,1,0,0,2,0,1,2,-2,2,1,0,,1,1,-2,-2,3,1,1,,1,0,-1,2,1,2,1,,0,1,2,-1,2,2,1,,0,1,2,-1,2,1,1,,0,0,5,5,3
9,99,19,3,2,1,,,1,"Version 2.0",TRUE,TRUE,TRUE,2.92857142857143,3.57142857142857,3.42857142857143,3.14285714285714,1.57142857142857,1,0,,1,1,0,0,3,0,0,,0,1,9,-3,2,0,0,,0,1,9,-3,2,2,0,,0,1,9,-3,2,1,2,,0,0,9,9,3,0,0,2,1,0,-3,9,1,2,0,1,0,0,9,9,3,1,2,2,1,1,-3,-3,3,2,1,2,0,0,9,9,3,2,0,1,1,0,-3,9,1
9,100,19,1,2,1,,,1,"Version 2.0",TRUE,TRUE,TRUE,1.85714285714286,1.57142857142857,2.57142857142857,2.71428571428571,0.571428571428571,1,2,,1,1,-1,-1,3,1,2,,1,0,-1,1,1,0,2,,1,1,-1,-1,3,0,0,,1,1,-1,-1,3,2,1,,1,1,-1,-1,3,0,1,1,0,1,9,-1,2,1,1,1,0,0,9,9,3,2,1,2,1,1,-1,-1,3,2,2,2,0,0,9,9,3,2,0,2,1,1,-1,-1,3
10,101,18,1,2,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,1.82142857142857,1,2.57142857142857,2.85714285714286,0.857142857142857,1,2,,0,0,9,9,3,1,2,,0,1,9,-3,2,1,0,,1,1,-9,-9,3,0,1,,1,1,-9,-9,3,2,1,,1,0,-9,9,1,0,1,2,1,0,-9,9,1,1,2,2,1,0,-9,9,1,1,2,2,0,0,9,9,3,1,1,2,1,0,-9,9,1,2,1,1,1,0,-9,9,1
10,102,18,3,2,2,,,2,"Version 2.0",TRUE,TRUE,TRUE,1.92857142857143,0.714285714285714,2,2.14285714285714,2.85714285714286,1,1,2,1,0,2,4,1,0,2,1,0,1,6,2,2,1,2,2,1,0,2,6,1,2,2,2,0,1,6,2,2,2,1,1,1,1,2,2,3,0,1,,1,1,-7,-7,3,2,1,,1,0,-8,5,1,2,0,,0,1,3,-5,2,1,1,,0,1,2,-9,2,1,2,,1,0,-8,3,1
10,103,27,1,1,1,,,2,"Version 2.0",TRUE,TRUE,TRUE,2.92857142857143,2.71428571428571,3.71428571428571,2.85714285714286,2.42857142857143,1,1,1,1,0,3,9,1,0,0,1,0,1,9,3,2,1,2,2,0,0,9,9,3,0,1,1,0,1,9,3,2,2,2,1,0,1,9,3,2,0,0,,0,0,9,9,3,1,0,,0,0,9,9,3,2,1,,1,1,3,3,3,2,1,,1,1,3,3,3,1,1,,1,1,3,3,3
10,104,22,4,1,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,2.67857142857143,2,4,3.57142857142857,1.14285714285714,1,0,,1,0,-3,3,1,0,2,,1,1,2,2,3,2,0,,1,1,-3,-3,3,2,1,,1,1,-4,-4,3,2,0,,1,1,-6,-6,3,2,2,2,0,0,9,9,3,0,0,1,0,0,9,9,3,1,1,2,1,0,-9,9,1,1,1,1,0,0,9,9,3,1,0,2,1,1,-9,-9,3
10,105,21,1,1,2,,,1,"Version 2.0",TRUE,TRUE,TRUE,2.60714285714286,2.14285714285714,3.28571428571429,3.14285714285714,1.85714285714286,2,2,,0,0,9,9,3,0,1,,1,0,-1,9,1,0,1,,0,0,9,9,3,0,0,,1,0,-2,9,1,2,0,,0,0,9,9,3,2,2,2,0,0,9,9,3,2,2,2,0,1,9,-2,2,1,0,1,1,0,-3,9,1,2,1,2,1,1,-4,-4,3,2,1,1,0,0,9,9,3
